id,longitud,latitud,demanda
128,-56.237717,-34.854404,0
129,-56.237167,-34.853687,0
130,-56.23776,-34.85319,170
131,-56.238453,-34.853508,94
132,-56.239433,-34.85455,312
133,-56.237026,-34.85497,110
134,-56.238388,-34.85608,268
135,-56.239655,-34.8571,119
136,-56.240486,-34.85777,0
137,-56.2405,-34.85778,24
138,-56.240116,-34.85898,143
139,-56.23955,-34.858524,113
140,-56.238743,-34.857864,0
141,-56.237957,-34.85722,277
142,-56.237156,-34.856583,148
143,-56.236134,-34.855736,0
144,-56.235535,-34.855247,82
145,-56.234062,-34.85515,85
146,-56.23491,-34.855846,131
147,-56.23571,-34.856506,243
148,-56.236526,-34.85715,81
149,-56.237335,-34.85781,106
150,-56.238613,-34.85888,164
151,-56.239685,-34.859737,0
152,-56.23973,-34.85977,288
153,-56.23967,-34.86096,343
154,-56.238564,-34.860317,109
155,-56.237713,-34.85965,202
156,-56.23658,-34.858723,142
157,-56.235287,-34.85767,0
158,-56.234516,-34.857048,176
159,-56.233536,-34.856247,191
160,-56.23252,-34.856514,113
161,-56.233307,-34.857162,97
162,-56.23418,-34.85786,201
163,-56.234955,-34.85847,108
164,-56.235954,-34.859303,148
165,-56.23735,-34.86044,274
166,-56.238483,-34.861355,227
167,-56.239456,-34.862152,419
168,-56.24006,-34.8633,393
169,-56.239723,-34.863564,0
170,-56.238796,-34.863094,116
171,-56.238,-34.86247,0
172,-56.23718,-34.861805,0
173,-56.235817,-34.86071,251
174,-56.23438,-34.859547,165
175,-56.23371,-34.858997,0
176,-56.23243,-34.85796,0
177,-56.231285,-34.85722,104
178,-56.23211,-34.8588,115
179,-56.23255,-34.859135,229
180,-56.233864,-34.860226,0
181,-56.23492,-34.86108,103
182,-56.23622,-34.862164,247
183,-56.237125,-34.86287,112
184,-56.23788,-34.863476,285
185,-56.238907,-34.86434,86
186,-56.240204,-34.865376,147
187,-56.241287,-34.866287,85
188,-56.243176,-34.86789,290
189,-56.24195,-34.866833,70
190,-56.241993,-34.866856,0
191,-56.240974,-34.867485,150
192,-56.240383,-34.867,141
193,-56.239315,-34.866154,265
194,-56.238518,-34.86551,310
195,-56.237225,-34.864456,67
196,-56.23607,-34.86354,224
197,-56.234547,-34.862293,75
198,-56.233814,-34.86165,64
199,-56.231377,-34.859703,121
200,-56.23056,-34.85904,143
201,-56.229282,-34.859024,95
202,-56.230114,-34.85981,168
203,-56.23171,-34.86108,148
204,-56.233536,-34.862564,67
205,-56.234463,-34.86333,230
206,-56.236076,-34.86463,214
207,-56.237026,-34.865402,166
208,-56.23813,-34.86631,0
209,-56.239033,-34.867023,269
210,-56.239845,-34.867695,229
211,-56.2189,-34.86648,142
212,-56.219505,-34.86693,354
213,-56.22097,-34.86584,119
214,-56.221375,-34.865494,112
215,-56.222095,-34.864876,219
216,-56.22282,-34.86427,78
217,-56.22392,-34.86337,57
218,-56.22495,-34.862526,101
219,-56.225742,-34.861855,88
220,-56.22654,-34.861206,95
221,-56.22724,-34.860607,100
222,-56.22809,-34.8599,100
223,-56.227283,-34.859344,149
224,-56.226166,-34.860332,199
225,-56.225666,-34.860786,96
226,-56.225006,-34.861324,110
227,-56.224243,-34.86193,91
228,-56.223156,-34.862865,236
229,-56.222137,-34.86373,98
230,-56.22183,-34.86397,0
231,-56.220512,-34.86505,101
232,-56.219845,-34.865604,193
233,-56.218082,-34.865612,130
234,-56.21959,-34.864357,0
235,-56.22083,-34.863308,114
236,-56.220104,-34.862755,39
237,-56.21936,-34.86336,58
238,-56.218838,-34.863777,67
239,-56.22117,-34.863026,105
240,-56.22196,-34.862385,0
241,-56.223186,-34.86133,193
242,-56.223763,-34.86083,183
243,-56.224895,-34.859947,138
244,-56.225075,-34.85926,0
245,-56.224438,-34.859013,86
246,-56.223515,-34.859592,0
247,-56.223164,-34.85981,271
248,-56.22241,-34.860264,0
249,-56.221962,-34.86053,228
250,-56.22132,-34.860943,0
251,-56.220726,-34.861298,289
252,-56.220184,-34.86163,245
253,-56.219265,-34.8622,76
254,-56.218426,-34.8627,146
255,-56.217896,-34.863003,214
256,-56.217342,-34.863445,36
257,-56.218086,-34.863598,30
258,-56.219776,-34.86253,40
259,-56.2217,-34.86152,97
260,-56.222683,-34.860977,0
261,-56.22407,-34.86019,0
262,-56.224922,-34.85848,108
263,-56.225716,-34.858017,156
264,-56.226566,-34.85851,116
265,-56.224354,-34.85669,70
266,-56.222904,-34.855534,69
267,-56.22263,-34.85629,117
268,-56.223114,-34.856888,0
269,-56.221977,-34.857803,190
270,-56.220448,-34.858757,200
271,-56.21996,-34.859016,0
272,-56.21937,-34.859398,216
273,-56.218155,-34.860138,228
274,-56.217293,-34.86066,172
275,-56.217228,-34.86069,91
276,-56.21638,-34.86057,237
277,-56.21643,-34.86054,97
278,-56.213516,-34.8616,0
279,-56.213913,-34.86204,387
280,-56.216064,-34.862343,17
281,-56.21629,-34.86243,60
282,-56.21641,-34.862343,187
283,-56.21735,-34.861557,0
284,-56.21858,-34.861057,0
285,-56.219685,-34.860355,0
286,-56.22068,-34.859734,100
287,-56.22159,-34.859207,0
288,-56.222828,-34.858418,196
289,-56.22402,-34.85794,174
290,-56.2374,-34.851665,0
291,-56.236595,-34.85034,163
292,-56.236145,-34.84977,103
293,-56.234886,-34.848934,233
294,-56.233242,-34.848675,105
295,-56.233643,-34.847202,87
296,-56.232353,-34.846214,63
297,-56.231045,-34.846863,0
298,-56.23163,-34.848034,0
299,-56.234,-34.84939,48
300,-56.234528,-34.850674,0
301,-56.23567,-34.850727,248
302,-56.236675,-34.851982,0
303,-56.237404,-34.852642,225
304,-56.23508,-34.854168,225
305,-56.234608,-34.853573,0
306,-56.235058,-34.85288,145
307,-56.23558,-34.85237,36
308,-56.234684,-34.85195,84
309,-56.23351,-34.852215,224
310,-56.2328,-34.85132,310
311,-56.232197,-34.8505,48
312,-56.23078,-34.848705,122
313,-56.229992,-34.847744,65
314,-56.229244,-34.847908,0
315,-56.229473,-34.848515,0
316,-56.230625,-34.849915,136
317,-56.23142,-34.85085,0
318,-56.23203,-34.85199,0
319,-56.23405,-34.854553,74
320,-56.232857,-34.85506,99
321,-56.231766,-34.853767,193
322,-56.231167,-34.853012,124
323,-56.230812,-34.852604,56
324,-56.230404,-34.85209,236
325,-56.230022,-34.8516,104
326,-56.229473,-34.85021,73
327,-56.228832,-34.8494,15
328,-56.22853,-34.84905,270
329,-56.228497,-34.850426,100
330,-56.2291,-34.851135,0
331,-56.229183,-34.852,55
332,-56.229687,-34.852844,38
333,-56.230385,-34.853672,103
334,-56.231304,-34.854813,0
335,-56.23209,-34.855743,148
336,-56.23097,-34.856434,144
337,-56.23019,-34.85545,117
338,-56.229355,-34.85443,114
339,-56.229435,-34.853535,90
340,-56.22887,-34.852924,39
341,-56.228306,-34.85245,96
342,-56.22786,-34.8542,152
343,-56.228134,-34.854553,133
344,-56.228767,-34.855396,261
345,-56.230087,-34.85699,177
346,-56.23011,-34.857018,0
347,-56.228928,-34.857838,172
348,-56.228096,-34.85824,142
349,-56.227272,-34.85718,139
350,-56.22684,-34.855236,134
351,-56.22653,-34.85491,104
352,-56.224472,-34.85372,205
353,-56.223034,-34.85455,0
354,-56.22366,-34.852516,69
355,-56.22508,-34.8522,0
356,-56.225746,-34.851093,378
357,-56.225433,-34.849773,174
358,-56.226456,-34.84945,0
359,-56.227028,-34.850178,111
360,-56.227047,-34.850204,0
361,-56.227077,-34.850246,0
362,-56.227978,-34.851658,0
363,-56.227676,-34.851814,328
364,-56.225914,-34.852848,221
365,-56.22297,-34.855137,0
366,-56.22347,-34.85572,119
367,-56.2246,-34.85662,0
368,-56.225414,-34.857265,0
369,-56.226223,-34.857704,152
370,-56.22643,-34.856556,0
371,-56.22581,-34.855812,339
372,-56.215694,-34.85956,122
373,-56.215218,-34.859127,105
374,-56.21473,-34.858673,228
375,-56.216625,-34.857014,13
376,-56.216644,-34.85702,432
377,-56.217396,-34.857975,6
378,-56.218002,-34.857697,157
379,-56.218555,-34.856606,110
380,-56.218414,-34.856407,0
381,-56.21904,-34.855595,107
382,-56.217796,-34.85473,172
383,-56.21776,-34.854748,0
384,-56.216946,-34.854477,100
385,-56.220947,-34.85537,189
386,-56.221294,-34.854992,2
387,-56.22299,-34.852962,361
388,-56.224003,-34.851715,32
389,-56.22379,-34.850693,0
390,-56.223774,-34.850636,0
391,-56.223675,-34.85036,0
392,-56.22366,-34.850327,431
393,-56.22352,-34.849865,0
394,-56.2235,-34.849827,22
395,-56.223007,-34.848064,282
396,-56.22132,-34.846333,127
397,-56.2213,-34.846348,22
398,-56.22077,-34.846626,316
399,-56.22001,-34.848022,0
400,-56.220657,-34.848866,0
401,-56.22193,-34.849834,132
402,-56.221886,-34.84986,272
403,-56.22097,-34.850327,110
404,-56.220924,-34.850357,0
405,-56.22093,-34.85134,60
406,-56.221394,-34.8519,0
407,-56.22144,-34.85193,85
408,-56.221478,-34.851963,0
409,-56.220737,-34.852962,455
410,-56.219986,-34.852486,228
411,-56.219864,-34.852573,0
412,-56.219376,-34.853348,241
413,-56.220165,-34.854347,0
414,-56.220173,-34.854355,0
415,-56.218872,-34.851475,0
416,-56.218353,-34.852245,257
417,-56.218445,-34.85322,0
418,-56.217712,-34.853577,0
419,-56.217247,-34.853813,230
420,-56.218513,-34.853874,104
421,-56.217987,-34.853252,0
422,-56.217304,-34.8526,162
423,-56.218678,-34.851246,0
424,-56.218353,-34.850903,0
425,-56.21796,-34.85,0
426,-56.219532,-34.849155,212
427,-56.220848,-34.848442,0
428,-56.222572,-34.847515,0
429,-56.222633,-34.84748,0
430,-56.218826,-34.84767,0
431,-56.21846,-34.847908,241
432,-56.218407,-34.84792,0
433,-56.21828,-34.84798,0
434,-56.21698,-34.848797,94
435,-56.216896,-34.850018,101
436,-56.21751,-34.851418,251
437,-56.217785,-34.851673,0
438,-56.215828,-34.85563,268
439,-56.215706,-34.85588,80
440,-56.214542,-34.85661,112
441,-56.214184,-34.856808,156
442,-56.21294,-34.85636,98
443,-56.21363,-34.855534,90
444,-56.213257,-34.854702,236
445,-56.2134,-34.854225,0
446,-56.213394,-34.85337,96
447,-56.214066,-34.85312,238
448,-56.214603,-34.85356,0
449,-56.214664,-34.85362,261
450,-56.2155,-34.85332,98
451,-56.215137,-34.85242,73
452,-56.215332,-34.85144,112
453,-56.215813,-34.851116,0
454,-56.214527,-34.85004,375
455,-56.21292,-34.852844,0
456,-56.212223,-34.8525,0
457,-56.212395,-34.851776,169
458,-56.212124,-34.851322,0
459,-56.210033,-34.852448,246
460,-56.209152,-34.85366,0
461,-56.209415,-34.85385,0
462,-56.20943,-34.853867,178
463,-56.210953,-34.853733,414
464,-56.212112,-34.85355,71
465,-56.211697,-34.855118,0
466,-56.211727,-34.855667,138
467,-56.212376,-34.857048,74
468,-56.21274,-34.857834,0
469,-56.212753,-34.857887,0
470,-56.21782,-34.85564,0
471,-56.217308,-34.855,0
472,-56.222195,-34.854652,30
473,-56.221546,-34.85544,90
474,-56.219963,-34.85659,106
475,-56.220158,-34.858456,0
476,-56.22008,-34.85838,0
477,-56.219425,-34.857643,482
478,-56.218098,-34.859013,44
479,-56.217762,-34.85984,0
480,-56.22273,-34.84576,0
481,-56.222965,-34.847042,0
482,-56.22338,-34.846973,148
483,-56.22498,-34.84614,0
484,-56.22612,-34.84554,153
485,-56.22869,-34.844067,399
486,-56.228718,-34.84405,0
487,-56.229584,-34.84358,0
488,-56.22999,-34.84332,105
489,-56.23163,-34.842514,0
490,-56.231647,-34.8425,0
491,-56.232742,-34.841896,55
492,-56.23441,-34.840908,594
493,-56.23445,-34.840885,0
494,-56.235,-34.84056,0
495,-56.237244,-34.839222,0
496,-56.237762,-34.8389,47
497,-56.240063,-34.837505,0
498,-56.243942,-34.83874,0
499,-56.244003,-34.839756,0
500,-56.245174,-34.839615,3
501,-56.24613,-34.838276,217
502,-56.246178,-34.838257,0
503,-56.246098,-34.837822,210
504,-56.244034,-34.837326,164
505,-56.2436,-34.83754,107
506,-56.241276,-34.83902,155
507,-56.23914,-34.840267,20
508,-56.23726,-34.841465,154
509,-56.235943,-34.842205,171
510,-56.235603,-34.842403,0
511,-56.234974,-34.84271,720
512,-56.233456,-34.843533,75
513,-56.23342,-34.84356,61
514,-56.232338,-34.844185,523
515,-56.231075,-34.844883,0
516,-56.230682,-34.845146,0
517,-56.230072,-34.84548,629
518,-56.228985,-34.84608,0
519,-56.22837,-34.846382,237
520,-56.227173,-34.847054,131
521,-56.2258,-34.847836,100
522,-56.22454,-34.848503,221
523,-56.23359,-34.845383,0
524,-56.237,-34.84347,0
525,-56.238037,-34.84287,180
526,-56.239517,-34.842052,732
527,-56.240562,-34.841476,0
528,-56.241405,-34.84098,0
529,-56.242878,-34.8401,189
530,-56.240776,-34.838123,292
531,-56.241184,-34.836838,201
532,-56.24107,-34.835754,109
533,-56.2417,-34.834473,52
534,-56.243244,-34.833458,239
535,-56.24388,-34.833096,0
536,-56.244873,-34.832546,0
537,-56.2473,-34.83117,7
538,-56.24822,-34.83064,110
539,-56.24998,-34.829823,365
540,-56.25102,-34.830677,59
541,-56.250076,-34.83143,113
542,-56.2501,-34.830738,0
543,-56.24902,-34.832344,0
544,-56.246727,-34.831993,201
545,-56.247986,-34.831482,0
546,-56.249226,-34.83078,200
547,-56.249607,-34.83115,93
548,-56.2479,-34.832165,138
549,-56.247295,-34.833324,26
550,-56.244682,-34.834114,450
551,-56.245754,-34.83349,78
552,-56.246613,-34.833015,135
553,-56.24675,-34.832424,0
554,-56.244694,-34.834846,0
555,-56.243332,-34.8347,108
556,-56.243534,-34.835567,0
557,-56.243008,-34.83588,0
558,-56.24297,-34.835907,0
559,-56.242924,-34.835926,0
560,-56.239418,-34.83596,199
561,-56.239716,-34.83672,99
562,-56.23798,-34.83717,8
563,-56.236137,-34.837955,85
564,-56.235664,-34.83826,138
565,-56.234764,-34.838783,46
566,-56.233856,-34.839306,0
567,-56.23331,-34.83961,120
568,-56.23169,-34.840534,125
569,-56.229473,-34.841843,314
570,-56.227577,-34.842896,168
571,-56.22651,-34.84348,36
572,-56.225216,-34.844475,19
573,-56.2238,-34.844963,183
574,-56.2472,-34.84732,0
575,-56.246204,-34.846146,0
576,-56.245358,-34.84513,0
577,-56.245056,-34.84477,0
578,-56.24442,-34.844055,0
579,-56.243874,-34.843475,40
580,-56.242058,-34.841564,310
581,-56.241096,-34.842598,0
582,-56.242413,-34.842583,111
583,-56.243,-34.84324,0
584,-56.24314,-34.844112,162
585,-56.24238,-34.844364,0
586,-56.242496,-34.843636,48
587,-56.24096,-34.844166,86
588,-56.241486,-34.843044,0
589,-56.2416,-34.84398,35
590,-56.242897,-34.844894,0
591,-56.24312,-34.845493,328
592,-56.243557,-34.846237,0
593,-56.24439,-34.84721,339
594,-56.24541,-34.848396,255
595,-56.244213,-34.84908,100
596,-56.243214,-34.847885,0
597,-56.24318,-34.84785,0
598,-56.242588,-34.84714,284
599,-56.241524,-34.846127,0
600,-56.240643,-34.845276,72
601,-56.24118,-34.844334,0
602,-56.241467,-34.84505,154
603,-56.24008,-34.84582,207
604,-56.23942,-34.84525,0
605,-56.23883,-34.844532,63
606,-56.239304,-34.84383,0
607,-56.237587,-34.844395,238
608,-56.23824,-34.84525,102
609,-56.2386,-34.84569,0
610,-56.23904,-34.846214,61
611,-56.23943,-34.84689,0
612,-56.239906,-34.8477,0
613,-56.242065,-34.850494,0
614,-56.2422,-34.85047,0
615,-56.24299,-34.85004,62
616,-56.24313,-34.849113,308
617,-56.2423,-34.848095,0
618,-56.241486,-34.847176,209
619,-56.24114,-34.847935,165
620,-56.24208,-34.84906,0
621,-56.241276,-34.84966,293
622,-56.239998,-34.848053,0
623,-56.23956,-34.848194,0
624,-56.23801,-34.849728,180
625,-56.238777,-34.850685,0
626,-56.24006,-34.850266,0
627,-56.239254,-34.8492,544
628,-56.237316,-34.849003,53
629,-56.236797,-34.848415,233
630,-56.237617,-34.848038,0
631,-56.23865,-34.847454,484
632,-56.238224,-34.846687,102
633,-56.23763,-34.845932,25
634,-56.23694,-34.845165,0
635,-56.236145,-34.84423,0
636,-56.235836,-34.845608,164
637,-56.234333,-34.84665,0
638,-56.237247,-34.847202,0
639,-56.239628,-34.85179,69
640,-56.240368,-34.851654,318
641,-56.240612,-34.851536,0
642,-56.24086,-34.851402,253
643,-56.24107,-34.85129,43
644,-56.24132,-34.851166,95
645,-56.24159,-34.851017,91
646,-56.24227,-34.850792,0
647,-56.243023,-34.85176,224
648,-56.243053,-34.851814,78
649,-56.24559,-34.85005,409
650,-56.246143,-34.851536,88
651,-56.24615,-34.851578,0
652,-56.246162,-34.85161,0
653,-56.24618,-34.85165,158
654,-56.24593,-34.852352,35
655,-56.245895,-34.85238,364
656,-56.245846,-34.852406,227
657,-56.245243,-34.85206,97
658,-56.245235,-34.852016,171
659,-56.244587,-34.85254,0
660,-56.244602,-34.852562,217
661,-56.245102,-34.853443,914
662,-56.24112,-34.853416,157
663,-56.241177,-34.853405,131
664,-56.242348,-34.852703,0
665,-56.242313,-34.852722,529
666,-56.24285,-34.8524,100
667,-56.252483,-34.84489,0
668,-56.251846,-34.845375,20
669,-56.251884,-34.84542,0
670,-56.251793,-34.844788,198
671,-56.25035,-34.846497,0
672,-56.251583,-34.846516,0
673,-56.252026,-34.847073,0
674,-56.252064,-34.847908,0
675,-56.25107,-34.84711,0
676,-56.25188,-34.845737,0
677,-56.24967,-34.84578,0
678,-56.248547,-34.846313,0
679,-56.24787,-34.845882,408
680,-56.248535,-34.845413,660
681,-56.249275,-34.845093,114
682,-56.250484,-34.844852,233
683,-56.250526,-34.844883,111
684,-56.250328,-34.84205,0
685,-56.250313,-34.842056,174
686,-56.249424,-34.842552,461
687,-56.245922,-34.84455,88
688,-56.24594,-34.84454,76
689,-56.245804,-34.84466,0
690,-56.24577,-34.844685,0
691,-56.245865,-34.843376,0
692,-56.24665,-34.842926,0
693,-56.2478,-34.84229,212
694,-56.248604,-34.84187,96
695,-56.249615,-34.841373,0
696,-56.250496,-34.840813,0
697,-56.251694,-34.84008,171
698,-56.251133,-34.839546,75
699,-56.24956,-34.84048,88
700,-56.246967,-34.84196,139
701,-56.24628,-34.842358,0
702,-56.24566,-34.8427,49
703,-56.245266,-34.842922,110
704,-56.244156,-34.84223,57
705,-56.24401,-34.84138,49
706,-56.244503,-34.841118,154
707,-56.245243,-34.840706,0
708,-56.247368,-34.83951,59
709,-56.24836,-34.83894,179
710,-56.24906,-34.838284,0
711,-56.247948,-34.836987,260
712,-56.24793,-34.83697,0
713,-56.2471,-34.835407,0
714,-56.250088,-34.83595,123
715,-56.251144,-34.83711,0
716,-56.251793,-34.837833,89
717,-56.251328,-34.838394,138
718,-56.25002,-34.839184,199
719,-56.24862,-34.83998,82
720,-56.248154,-34.840252,0
721,-56.24793,-34.840378,143
722,-56.246098,-34.84141,110
723,-56.245853,-34.841545,38
724,-56.24413,-34.842556,78
725,-56.251904,-34.838963,0
726,-56.252872,-34.83893,143
727,-56.252914,-34.840515,34
728,-56.251415,-34.841408,73
729,-56.250835,-34.841763,156
730,-56.251408,-34.8425,86
731,-56.25184,-34.842976,142
732,-56.252174,-34.843388,0
733,-56.25187,-34.843006,198
734,-56.252655,-34.8439,123
735,-56.25857,-34.83697,106
736,-56.258533,-34.836994,0
737,-56.260235,-34.83595,0
738,-56.25903,-34.8358,244
739,-56.25642,-34.837387,118
740,-56.25572,-34.83667,141
741,-56.258156,-34.83522,200
742,-56.256798,-34.83513,280
743,-56.254845,-34.835728,0
744,-56.255707,-34.83441,0
745,-56.25472,-34.835064,0
746,-56.2576,-34.833225,0
747,-56.25681,-34.832832,0
748,-56.25672,-34.832886,0
749,-56.255463,-34.833694,174
750,-56.25528,-34.833042,183
751,-56.255527,-34.832672,0
752,-56.255108,-34.831867,19
753,-56.25414,-34.83328,0
754,-56.256542,-34.83616,51
755,-56.257484,-34.837723,112
756,-56.256096,-34.838665,140
757,-56.25612,-34.838684,51
758,-56.256645,-34.839275,355
759,-56.25695,-34.839603,0
760,-56.25724,-34.839916,11
761,-56.25744,-34.84032,84
762,-56.25692,-34.84037,140
763,-56.261246,-34.839165,196
764,-56.260334,-34.839794,0
765,-56.25727,-34.840668,192
766,-56.25742,-34.84125,0
767,-56.2574,-34.841263,0
768,-56.254543,-34.843464,0
769,-56.257584,-34.856026,0
770,-56.257732,-34.856014,228
771,-56.280224,-34.85248,222
772,-56.280228,-34.852455,44
773,-56.28024,-34.852177,136
774,-56.27967,-34.851494,110
775,-56.278854,-34.85144,128
776,-56.277534,-34.851353,0
777,-56.27598,-34.85124,391
778,-56.274353,-34.85112,85
779,-56.27322,-34.8511,0
780,-56.27186,-34.85016,42
781,-56.272976,-34.85024,176
782,-56.274662,-34.850365,0
783,-56.27763,-34.850567,172
784,-56.277992,-34.850594,0
785,-56.278034,-34.850536,0
786,-56.279377,-34.850197,0
787,-56.279243,-34.850094,0
788,-56.278576,-34.84971,0
789,-56.276314,-34.849552,0
790,-56.276062,-34.849518,0
791,-56.273026,-34.849518,178
792,-56.27492,-34.84962,0
793,-56.27655,-34.849747,0
794,-56.279,-34.849903,0
795,-56.279224,-34.850063,0
796,-56.280464,-34.850494,0
797,-56.27998,-34.850056,0
798,-56.281525,-34.850372,165
799,-56.280865,-34.850113,373
800,-56.280773,-34.850082,0
801,-56.280052,-34.848972,155
802,-56.279217,-34.84818,111
803,-56.278744,-34.847214,252
804,-56.27814,-34.84759,0
805,-56.276623,-34.84711,0
806,-56.27724,-34.8483,222
807,-56.276833,-34.84871,304
808,-56.275444,-34.847965,177
809,-56.27753,-34.845654,0
810,-56.277576,-34.84566,0
811,-56.278667,-34.846123,246
812,-56.27739,-34.847256,134
813,-56.274387,-34.84828,0
814,-56.273212,-34.84809,0
815,-56.273228,-34.84802,0
816,-56.274246,-34.84652,196
817,-56.2753,-34.84564,70
818,-56.273884,-34.844006,65
819,-56.274437,-34.84439,188
820,-56.27466,-34.845093,72
821,-56.273773,-34.845787,106
822,-56.272636,-34.84698,124
823,-56.267727,-34.848797,0
824,-56.26773,-34.84955,0
825,-56.268673,-34.849594,113
826,-56.26953,-34.849705,385
827,-56.270916,-34.849083,145
828,-56.271084,-34.849102,93
829,-56.27115,-34.85096,0
830,-56.269222,-34.850773,431
831,-56.26766,-34.850624,0
832,-56.263424,-34.852417,816
833,-56.265068,-34.85132,0
834,-56.265087,-34.851254,0
835,-56.26509,-34.851185,0
836,-56.26745,-34.850338,0
837,-56.266846,-34.849575,190
838,-56.26529,-34.84938,213
839,-56.263702,-34.84915,489
840,-56.263275,-34.849663,272
841,-56.263268,-34.849743,0
842,-56.26325,-34.849823,135
843,-56.264183,-34.850048,612
844,-56.265175,-34.850178,0
845,-56.265255,-34.850197,0
846,-56.26621,-34.850273,224
847,-56.267338,-34.85044,0
848,-56.26723,-34.85201,0
849,-56.266953,-34.852413,261
850,-56.265816,-34.8527,107
851,-56.264633,-34.85273,260
852,-56.263756,-34.852596,171
853,-56.26343,-34.853577,0
854,-56.263454,-34.853565,0
855,-56.264866,-34.852955,0
856,-56.26801,-34.852127,0
857,-56.270763,-34.851948,0
858,-56.279377,-34.853027,78
859,-56.288788,-34.850517,4119
860,-56.282925,-34.847374,253
861,-56.282516,-34.84867,0
862,-56.283657,-34.847797,146
863,-56.28445,-34.84831,154
864,-56.283077,-34.849335,0
865,-56.283833,-34.850273,0
866,-56.284252,-34.85158,117
867,-56.284332,-34.85217,238
868,-56.284306,-34.85081,0
869,-56.286484,-34.851093,0
870,-56.28769,-34.851086,211
871,-56.286827,-34.850048,281
872,-56.28543,-34.84994,128
